Age;Gender;Education Level;Job Title;Years of Experience;Salary
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
33;1;3;79;10;155000
48;1;3;79;18;180000
40;1;3;79;14;140000
23;0;0;80;1;35000
24;0;0;80;1;35000
23;0;0;80;1;35000
35;0;0;80;7;90000
36;0;0;80;8;80000
23;0;1;80;1;35000
30;0;1;80;2;40000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
33;0;1;80;4;55000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
25;0;1;80;1;35000
34;0;1;80;5;70000
26;0;1;80;1;35000
26;0;1;80;1;35000
26;0;1;80;1;35000
26;0;1;80;1;35000
49;1;0;80;21;160000
23;1;0;80;1;35000
23;1;0;80;1;35000
24;1;0;80;1;35000
24;1;0;80;1;35000
24;1;0;80;1;35000
24;1;0;80;1;35000
27;1;1;80;2;40000
23;1;1;80;1;35000
28;1;1;80;2;40000
27;1;1;80;2;40000
28;1;1;80;2;40000
42;0;0;81;17;100000
30;0;0;81;5;90000
41;0;0;81;8;80000
50;0;0;81;15;150000
50;0;0;81;18;180000
30;0;0;81;5;70000
30;0;0;81;5;70000
30;0;0;81;5;70000
45;0;2;81;8;80000
42;0;2;81;13;130000
42;0;2;81;13;130000
43;0;2;81;14;140000
43;0;2;81;14;140000
43;0;2;81;14;140000
43;0;2;81;14;140000
31;1;0;81;4;80000
36;1;0;81;9;95000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;11;160000
36;1;0;81;6;75000
39;1;0;81;11;110000
29;1;0;81;5;70000
23;1;0;81;1;35000
30;1;0;81;6;75000
24;1;0;81;1;35000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
26;1;1;81;2;40000
27;1;1;81;2;40000
27;1;1;81;2;40000
27;1;1;81;2;40000
28;0;0;82;2;40000
26;0;0;82;2;40000
27;0;0;82;3;45000
28;0;1;82;3;40000
27;0;1;82;3;40000
29;0;1;82;2;40000
28;0;1;82;2;40000
29;0;1;82;2;40000
29;0;2;82;4;55000
25;1;0;82;0;30000
36;1;0;82;5;70000
23;1;0;82;1;35000
23;1;0;82;1;35000
23;1;0;82;1;35000
23;1;0;82;1;35000
23;1;0;82;1;35000
23;1;0;82;1;35000
36;1;0;82;6;75000
23;1;0;82;1;35000
23;1;0;82;1;35000
23;1;0;82;1;35000
23;1;0;82;1;35000
23;1;0;82;1;35000
23;1;0;82;1;35000
37;1;0;82;7;90000
24;1;0;82;1;35000
24;1;0;82;1;35000
24;1;0;82;1;35000
27;1;1;82;3;50000
29;1;1;82;2;40000
28;1;2;82;2;40000
26;1;2;82;3;45000
27;1;3;82;4;55000
27;1;3;82;4;55000
28;1;3;82;4;55000
28;1;3;82;4;55000
28;1;3;82;4;55000
28;1;3;82;4;55000
39;0;0;83;12;95000
40;0;0;84;14;110000
38;0;0;85;10;80000
36;1;0;85;7;90000
38;0;0;86;10;110000
38;0;0;86;10;110000
38;0;0;86;10;110000
44;0;3;86;15;150000
44;0;3;86;15;150000
44;0;3;86;15;150000
34;1;0;86;8;90000
36;1;0;86;8;95000
32;1;2;86;6;90000
37;1;2;86;9;105000
43;0;3;87;15;140000
44;0;3;88;16;160000
44;0;3;88;16;160000
45;1;3;88;16;150000
45;1;3;88;16;150000
42;0;3;89;16;150000
43;0;3;89;15;150000
44;0;3;89;16;160000
41;0;3;89;16;200000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
33;1;2;89;8;120000
36;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
34;1;2;89;9;125000
47;1;3;89;21;180000
46;1;3;89;18;160000
46;1;3;89;18;160000
44;1;3;89;16;160000
44;1;3;89;15;180000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
38;1;3;89;13;170000
41;1;3;89;16;190000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
36;1;3;89;12;170000
34;0;2;90;6;100000
34;0;2;90;6;100000
34;0;2;90;6;80000
37;0;0;91;9;100000
49;0;2;91;18;150000
33;0;2;91;6;95000
37;1;0;91;8;90000
40;1;0;91;12;130000
40;1;0;91;12;130000
31;1;2;91;6;95000
37;0;0;92;10;120000
35;0;0;92;8;90000
35;0;0;92;8;90000
35;1;0;92;9;100000
35;1;0;92;9;100000
42;0;2;93;15;110000
37;0;2;94;9;95000
29;0;2;94;4;75000
32;0;2;94;7;80000
27;0;2;94;4;70000
27;0;2;94;4;70000
29;0;2;94;4;70000
35;0;2;94;8;80000
42;0;2;94;12;110000
26;0;2;94;2;55000
29;0;2;94;4;70000
35;0;2;94;8;80000
42;0;2;94;12;110000
26;0;2;94;2;55000
29;0;2;94;4;70000
38;1;0;94;8;95000
38;1;0;94;8;95000
36;1;2;94;7;89000
41;1;2;94;11;115000
39;1;2;94;10;105000
39;1;2;94;9;95000
38;1;2;94;8;95000
39;1;2;94;10;105000
38;1;2;94;8;95000
39;1;2;94;10;105000
38;1;2;94;8;95000
39;1;2;94;10;105000
38;1;2;94;8;95000
36;1;2;94;7;89000
41;1;2;94;11;115000
39;1;2;94;10;105000
39;1;2;94;9;95000
38;1;2;94;8;95000
39;1;2;94;10;105000
38;1;2;94;8;95000
39;1;2;94;10;105000
38;1;2;94;8;95000
39;1;2;94;10;105000
38;1;2;94;8;95000
29;1;2;94;4;70000
39;1;2;94;11;100000
29;1;2;94;4;70000
39;1;2;94;11;100000
49;0;2;95;19;150000
45;0;2;95;14;140000
44;0;3;95;18;160000
44;0;2;96;15;140000
38;0;0;97;10;80000
41;0;2;98;13;120000
42;0;2;98;13;140000
45;0;2;98;18;160000
37;0;2;98;9;105000
32;0;2;98;6;80000
32;0;2;98;6;80000
32;0;2;98;6;80000
32;0;2;98;6;80000
37;0;2;98;9;105000
32;0;2;98;6;80000
32;0;2;98;6;80000
32;0;2;98;6;80000
32;0;2;98;6;80000
42;0;2;98;13;125000
42;0;2;98;13;125000
44;0;3;98;12;120000
43;0;3;98;15;150000
43;0;3;98;15;150000
43;0;3;98;15;150000
43;0;3;98;15;150000
43;0;3;98;15;150000
44;0;3;98;12;120000
43;0;3;98;15;150000
43;0;3;98;15;150000
43;0;3;98;15;150000
43;0;3;98;15;150000
43;0;3;98;15;150000
38;1;2;98;11;110000
29;1;2;98;4;70000
29;1;2;98;4;70000
29;1;2;98;4;70000
29;1;2;98;4;70000
29;1;2;98;4;70000
29;1;2;98;4;70000
29;1;2;98;4;70000
29;1;2;98;4;70000
45;1;3;98;12;120000
38;1;3;98;11;115000
45;1;3;98;12;120000
38;1;3;98;11;115000
35;1;3;98;10;110000
42;1;3;98;14;130000
31;1;3;98;7;90000
35;1;3;98;10;110000
35;1;3;98;10;110000
31;1;3;98;7;90000
35;1;3;98;10;110000
35;1;3;98;10;110000
40;0;2;99;13;120000
35;0;0;100;8;85000
35;0;0;100;8;85000
35;0;0;100;8;85000
35;0;0;100;8;85000
35;0;0;100;8;85000
35;0;0;100;8;85000
41;0;2;100;14;100000
37;0;2;100;9;95000
37;1;0;100;9;100000
41;0;0;101;11;90000
39;0;0;101;9;110000
35;1;0;101;7;80000
41;0;3;102;17;160000
40;0;0;103;11;105000
40;0;0;103;12;130000
36;0;0;103;8;95000
36;0;0;103;8;95000
52;0;2;103;25;170000
41;0;2;103;13;110000
45;0;2;103;16;160000
42;0;3;103;18;140000
42;0;3;103;13;140000
36;0;0;104;8;85000
39;1;0;104;10;120000
36;1;0;104;8;95000
36;1;0;104;8;95000
38;0;0;105;9;120000
34;1;0;105;7;90000
34;1;0;105;7;90000
34;1;0;105;7;90000
39;0;0;106;10;120000
36;1;0;106;8;95000
42;1;0;106;12;110000
36;1;0;106;9;100000
33;1;2;106;7;115000
43;0;3;107;18;140000
45;0;3;107;15;150000
45;0;3;107;15;150000
44;0;3;107;15;150000
44;0;3;107;15;150000
38;0;0;108;10;120000
34;1;0;108;7;95000
36;1;0;108;8;95000
41;1;0;108;14;150000
41;1;0;108;14;150000
35;1;2;108;10;120000
43;0;2;109;14;120000
50;0;2;109;18;180000
50;0;2;109;18;180000
51;0;2;109;19;190000
51;0;2;109;19;190000
51;0;2;109;19;190000
51;0;2;109;19;190000
46;0;3;109;16;160000
33;0;3;109;5;70000
48;0;3;109;19;190000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;19;190000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
35;0;3;109;9;95000
48;0;3;109;17;170000
49;0;3;109;20;200000
36;0;3;109;10;100000
49;0;3;109;20;200000
36;0;3;109;10;100000
49;0;3;109;20;200000
36;0;3;109;10;100000
49;0;3;109;20;200000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
29;1;0;109;6;100000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
26;1;0;109;5;85000
50;1;3;109;15;150000
47;1;3;109;17;170000
50;1;3;109;15;150000
47;1;3;109;17;170000
35;1;3;109;8;80000
47;1;3;109;17;170000
31;1;3;109;7;90000
32;1;3;109;8;80000
41;0;0;110;11;95000
41;0;0;110;11;95000
39;0;2;110;13;80000
35;1;0;110;9;95000
35;1;0;110;9;95000
35;0;0;111;12;166375
41;0;0;111;20;151315
35;0;0;111;12;166375
41;0;0;111;20;151315
23;0;0;111;0;51831
50;0;0;111;25;177177
45;0;0;111;22;171036
28;0;0;111;4;70022
55;0;0;111;30;183020
30;0;0;111;6;89995
37;0;0;111;13;137336
23;0;0;111;0;52831
50;0;0;111;25;177862
45;0;0;111;22;171468
28;0;0;111;3;70397
45;0;0;111;21;167015
28;0;0;111;3;70397
45;0;0;111;21;167015
23;0;0;111;0;52831
50;0;0;111;25;177862
45;0;0;111;22;171468
28;0;0;111;3;70397
45;0;0;111;21;167015
28;0;0;111;3;70397
45;0;0;111;21;167015
23;0;0;111;0;52831
50;0;0;111;25;177862
45;0;0;111;22;171468
28;0;0;111;4;82944
48;0;0;111;21;163209
38;0;0;111;13;131860
48;0;0;111;22;168691
24;0;1;111;1;52731
49;0;1;111;25;154207
24;0;1;111;1;52731
49;0;1;111;25;154207
46;0;2;111;13;180000
42;0;2;111;11;170000
41;0;2;111;11;165000
44;0;2;111;12;170000
44;0;2;111;12;170000
44;0;2;111;12;170000
33;0;2;111;9;126753
33;0;2;111;9;126753
30;0;2;111;5;106278
33;0;2;111;10;112439
30;0;2;111;5;100425
30;0;2;111;6;107906
51;0;2;111;25;177913
30;0;2;111;4;92438
33;0;2;111;10;113334
30;0;2;111;5;100867
30;0;2;111;5;101733
30;0;2;111;5;101733
30;0;2;111;4;92438
33;0;2;111;10;113334
30;0;2;111;5;100867
30;0;2;111;5;101733
30;0;2;111;5;101733
30;0;2;111;4;92438
33;0;2;111;10;113334
30;0;2;111;5;100867
50;0;2;111;22;182768
36;0;2;111;11;134482
36;0;2;111;12;130356
43;0;3;111;13;180000
41;0;3;111;11;165000
43;0;3;111;14;190000
49;0;3;111;17;195000
49;0;3;111;17;195000
49;0;3;111;17;195000
49;0;3;111;17;195000
49;0;3;111;17;195000
49;0;3;111;17;195000
49;0;3;111;17;195000
49;0;3;111;17;195000
49;0;3;111;17;195000
44;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
44;0;3;111;16;190000
49;0;3;111;19;210000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
46;0;3;111;16;185000
44;0;3;111;16;190000
49;0;3;111;19;210000
43;0;3;111;14;190000
43;0;3;111;14;190000
43;0;3;111;14;190000
45;0;3;111;21;181285
27;1;0;111;4;115000
55;1;0;111;28;193964
46;1;0;111;23;181699
36;1;0;111;14;119224
55;1;0;111;28;193964
46;1;0;111;23;181699
36;1;0;111;14;119224
54;1;0;111;29;191915
43;1;0;111;20;143084
29;1;0;111;6;88035
46;1;0;111;24;166828
54;1;0;111;28;192292
43;1;0;111;20;142421
29;1;0;111;6;88552
46;1;0;111;25;166958
54;1;0;111;28;192292
43;1;0;111;20;142421
29;1;0;111;6;88552
46;1;0;111;25;166958
54;1;0;111;28;192292
43;1;0;111;20;142421
29;1;0;111;6;88552
46;1;0;111;25;166958
43;1;0;111;20;162231
30;1;1;111;11;103947
30;1;1;111;11;103947
37;1;2;111;9;145000
31;1;2;111;6;125000
44;1;2;111;11;170000
43;1;2;111;12;165000
31;1;2;111;6;125000
44;1;2;111;11;170000
31;1;2;111;6;125000
44;1;2;111;11;170000
31;1;2;111;6;125000
44;1;2;111;11;170000
31;1;2;111;7;135000
44;1;2;111;11;170000
31;1;2;111;6;125000
44;1;2;111;11;170000
31;1;2;111;7;135000
44;1;2;111;11;170000
31;1;2;111;6;125000
44;1;2;111;11;170000
31;1;2;111;6;125000
31;1;2;111;7;135000
31;1;2;111;6;125000
44;1;2;111;11;170000
31;1;2;111;7;135000
44;1;2;111;11;170000
31;1;2;111;6;125000
31;1;2;111;7;135000
31;1;2;111;6;125000
44;1;2;111;11;170000
31;1;2;111;7;135000
44;1;2;111;11;170000
31;1;2;111;6;125000
35;1;2;111;8;101332
32;1;2;111;11;128078
47;1;2;111;25;178859
35;1;2;111;8;101332
32;1;2;111;11;128078
47;1;2;111;25;178859
32;1;2;111;8;121454
41;1;2;111;15;143705
52;1;2;111;28;187120
33;1;2;111;10;117314
32;1;2;111;9;126916
32;1;2;111;8;122354
32;1;2;111;8;122354
32;1;2;111;8;122354
50;1;3;111;16;195000
49;1;3;111;15;185000
48;1;3;111;16;190000
48;1;3;111;16;190000
45;1;3;111;14;185000
45;1;3;111;14;185000
42;1;3;111;14;175000
45;1;3;111;14;185000
43;1;3;111;13;185000
48;1;3;111;16;190000
44;1;3;111;12;170000
48;1;3;111;16;190000
41;1;3;111;12;165000
43;1;3;111;13;185000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;12;165000
47;1;3;111;16;190000
45;1;3;111;14;185000
48;1;3;111;16;190000
48;1;3;111;16;190000
41;1;3;111;12;165000
43;1;3;111;13;185000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
48;1;3;111;16;190000
46;1;3;111;16;190000
43;1;3;111;13;185000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
48;1;3;111;16;190000
43;1;3;111;13;185000
47;1;3;111;16;190000
46;1;3;111;14;180000
43;1;3;111;13;185000
41;1;3;111;13;185000
47;1;3;111;16;190000
46;1;3;111;14;180000
43;1;3;111;13;185000
41;1;3;111;13;185000
47;1;3;111;16;190000
46;1;3;111;14;180000
43;1;3;111;13;185000
41;1;3;111;13;185000
47;1;3;111;16;190000
46;1;3;111;14;180000
43;1;3;111;13;185000
41;1;3;111;13;185000
47;1;3;111;16;190000
46;1;3;111;14;180000
43;1;3;111;13;185000
41;1;3;111;13;185000
47;1;3;111;16;190000
46;1;3;111;14;180000
43;1;3;111;13;185000
41;1;3;111;13;185000
51;1;3;111;19;200000
50;1;3;111;18;195000
45;1;3;111;16;185000
46;1;3;111;15;180000
46;1;3;111;15;180000
46;1;3;111;15;180000
46;1;3;111;15;180000
46;1;3;111;15;180000
46;1;3;111;15;180000
46;1;3;111;15;180000
46;1;3;111;15;180000
46;1;3;111;15;180000
46;1;3;111;15;180000
50;1;3;111;18;195000
51;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
50;1;3;111;18;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
43;1;3;111;15;180000
50;1;3;111;18;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;18;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
50;1;3;111;19;200000
45;1;3;111;16;185000
49;1;3;111;17;195000
53;2;1;111;31;166109
53;2;1;111;31;166109
38;0;0;112;9;120000
42;0;0;112;12;120000
39;0;0;112;12;130000
43;1;0;112;16;140000
43;1;0;112;15;120000
46;1;2;112;21;135000
46;1;2;112;19;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
38;0;3;113;12;140000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
39;0;3;113;13;145000
47;1;3;113;22;160000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
35;1;3;113;10;130000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
36;1;3;113;11;135000
39;0;0;114;12;90000
40;0;0;114;12;100000
44;0;3;115;16;140000
38;1;3;115;10;110000
38;1;3;115;11;120000
46;0;0;116;20;139398
42;0;0;116;18;148446
46;0;0;116;20;139398
42;0;0;116;18;148446
31;0;0;116;7;107718
42;0;0;116;20;150534
31;0;0;116;7;108267
31;0;0;116;6;104378
31;0;0;116;6;104378
31;0;0;116;7;108267
31;0;0;116;6;104378
31;0;0;116;6;104378
31;0;0;116;7;108267
30;0;0;116;5;100151
37;0;2;116;9;155000
44;0;2;116;12;170000
44;0;2;116;12;170000
41;0;2;116;12;160000
44;0;2;116;11;170000
44;0;2;116;11;170000
44;0;2;116;11;170000
43;0;2;116;12;170000
39;0;2;116;11;160000
39;0;2;116;11;160000
39;0;2;116;11;160000
39;0;2;116;11;160000
39;0;2;116;11;160000
39;0;2;116;11;160000
29;0;2;116;6;132720
52;0;2;116;28;186963
28;0;2;116;5;99747
40;0;2;116;16;138032
42;0;2;116;16;138286
39;0;2;116;15;134641
38;0;2;116;13;134858
29;0;2;116;6;132720
52;0;2;116;28;186963
28;0;2;116;5;99747
40;0;2;116;16;138032
42;0;2;116;16;138286
39;0;2;116;15;134641
38;0;2;116;13;134858
36;0;2;116;13;139413
45;0;2;116;23;174436
31;0;2;116;6;113563
48;0;2;116;24;184006
43;0;2;116;19;152944
39;0;2;116;14;135853
35;0;2;116;10;130355
31;0;2;116;6;113065
36;0;2;116;13;140010
45;0;2;116;23;174336
31;0;2;116;6;114290
48;0;2;116;24;184480
48;0;2;116;23;185038
48;0;2;116;23;185038
36;0;2;116;13;140010
45;0;2;116;23;174336
31;0;2;116;6;114290
48;0;2;116;24;184480
48;0;2;116;23;185038
48;0;2;116;23;185038
36;0;2;116;13;140010
45;0;2;116;23;174336
31;0;2;116;6;114290
48;0;2;116;23;185038
36;0;2;116;14;141090
35;0;2;116;11;134979
50;0;2;116;21;177002
50;0;2;116;23;183690
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
32;0;2;116;7;100000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
33;0;2;116;8;105000
47;0;3;116;14;170000
47;0;3;116;14;170000
40;0;3;116;12;160000
40;0;3;116;12;160000
40;0;3;116;12;160000
40;0;3;116;12;160000
40;0;3;116;12;160000
40;0;3;116;12;160000
40;0;3;116;12;160000
40;0;3;116;12;160000
44;1;0;116;14;130000
44;1;0;116;14;130000
44;1;0;116;13;130000
44;1;0;116;13;130000
28;1;0;116;7;175000
43;1;0;116;20;154281
46;1;0;116;22;174324
54;1;0;116;30;186321
32;1;0;116;7;106218
32;1;0;116;7;106218
32;1;0;116;7;106218
32;1;0;116;7;106218
36;1;0;116;13;135378
43;1;1;116;22;165919
43;1;1;116;22;165919
32;1;2;116;6;100000
34;1;2;116;9;105000
35;1;2;116;8;155000
41;1;2;116;11;165000
35;1;2;116;7;140000
37;1;2;116;8;150000
37;1;2;116;9;145000
38;1;2;116;10;155000
37;1;2;116;9;150000
31;1;2;116;7;140000
36;1;2;116;7;140000
37;1;2;116;9;150000
37;1;2;116;10;155000
36;1;2;116;7;140000
37;1;2;116;9;145000
38;1;2;116;10;155000
31;1;2;116;7;140000
37;1;2;116;9;150000
37;1;2;116;9;145000
31;1;2;116;7;140000
37;1;2;116;10;155000
37;1;2;116;9;150000
38;1;2;116;10;155000
36;1;2;116;7;140000
37;1;2;116;9;145000
38;1;2;116;10;155000
31;1;2;116;7;140000
37;1;2;116;9;150000
36;1;2;116;8;140000
38;1;2;116;10;155000
37;1;2;116;9;150000
38;1;2;116;10;155000
37;1;2;116;9;150000
38;1;2;116;10;155000
37;1;2;116;9;150000
36;1;2;116;8;140000
38;1;2;116;10;155000
31;1;2;116;7;140000
36;1;2;116;8;140000
38;1;2;116;10;155000
37;1;2;116;9;150000
38;1;2;116;10;155000
36;1;2;116;8;140000
36;1;2;116;8;140000
38;1;2;116;10;155000
37;1;2;116;9;150000
38;1;2;116;10;155000
43;1;2;116;21;187081
43;1;2;116;21;185119
58;1;2;116;27;190004
33;1;2;116;8;139817
43;1;2;116;21;187081
43;1;2;116;21;185119
58;1;2;116;27;190004
33;1;2;116;8;139817
44;1;2;116;19;152203
46;1;2;116;21;174305
52;1;2;116;26;184816
54;1;2;116;31;193746
45;1;2;116;22;181902
51;1;2;116;28;186610
28;1;2;116;6;108607
44;1;2;116;18;152168
46;1;2;116;20;174938
52;1;2;116;27;186794
54;1;2;116;32;195270
45;1;2;116;22;182506
45;1;2;116;21;180367
45;1;2;116;21;180367
44;1;2;116;18;152168
46;1;2;116;20;174938
52;1;2;116;27;186794
54;1;2;116;32;195270
45;1;2;116;22;182506
45;1;2;116;21;180367
45;1;2;116;21;180367
44;1;2;116;18;152168
46;1;2;116;20;174938
52;1;2;116;27;186794
54;1;2;116;32;195270
45;1;2;116;22;182506
38;1;2;116;14;147708
42;1;2;116;19;175684
38;1;2;116;15;148437
42;1;2;116;18;180000
42;1;2;116;18;180000
42;1;2;116;18;180000
42;1;2;116;18;180000
42;1;2;116;18;180000
43;1;2;116;19;185000
43;1;2;116;19;185000
43;1;2;116;19;185000
43;1;2;116;19;185000
43;1;2;116;19;185000
41;1;2;116;19;185000
41;1;2;116;19;185000
41;1;2;116;19;185000
41;1;2;116;19;185000
41;1;2;116;19;185000
47;1;3;116;14;175000
42;1;3;116;14;170000
45;1;3;116;13;185000
47;1;3;116;15;180000
43;1;3;116;12;170000
42;1;3;116;14;170000
42;1;3;116;14;170000
42;1;3;116;14;170000
42;1;3;116;14;170000
42;1;3;116;14;170000
42;1;3;116;14;170000
42;1;3;116;14;170000
42;1;3;116;14;170000
